lead_id,created_at,source,city,area,property_type,budget_pkr_lac,bedrooms,first_response_minutes,calls_made,total_call_seconds,whatsapp_replies,site_visits,agent_experience_years,is_overseas,referred_by_existing_client,has_financing_approved,token_amount_received_pkr,crm_record_hash,converted
MGC-108837,2025-08-16 12:28:20,Referral,Islamabad,,Plot,124.0,,9.0,3,187.0,3,1,4.1,0,0,0,1357000.0,4529220958,1
MGC-106398,2025-02-10 16:26:11,Facebook Ads,Faisalabad,GT Road Corridor,Plot,122.0,,1.0,1,69.0,2,1,1.9,0,0,1,0.0,8525668080,0
MGC-102556,2024-03-01 08:57:58,Facebook Ads,Rawalpindi,DHA,Commercial Shop,246.0,,99.0,4,152.0,1,1,7.3,0,0,0,0.0,9532078802,0
MGC-103392,2024-06-19 21:49:18,Google Search,ISLAMABAD,GT Road Corridor,Plot,64.0,,40.0,4,115.0,3,0,3.9,0,0,0,420000.0,1042610760,0
MGC-106065,2024-06-25 20:57:16,Referral,Rawalpindi,Park View City,Villa,245.0,3.0,24.0,2,131.0,1,0,2.0,0,0,0,0.0,2402001715,0
MGC-100110,2024-05-24 12:03:00,Billboard,Peshawar,Gulberg Greens,Penthouse,735.0,1.0,29.0,2,375.0,3,1,6.0,0,0,1,0.0,8863692751,0
MGC-107379,2025-09-15 23:46:43,Walk-in,Islamabad,Gulberg Greens,Apartment,85.0,5.0,116.0,6,226.0,2,1,,0,0,0,0.0,4366403007,0
MGC-100730,2024-11-03 07:11:13,Google Search,Islamabad,Park View City,Villa,280.0,1.0,83.0,2,897.0,1,1,,0,0,0,0.0,7625011698,0
MGC-104483,2024-05-21 13:15:43,Property Portal,Lahore,Chakri Road,Apartment,48.0,3.0,14.0,3,254.0,0,2,4.3,0,0,1,0.0,3786476581,0
MGC-100077,2025-06-15 07:32:12,Instagram,Faisalabad,DHA,Apartment,183.0,4.0,52.0,2,118.0,0,0,1.8,0,0,1,0.0,8962200020,0
MGC-108994,2024-03-15 01:43:15,Billboard,Rwp,Top City,Villa,264.0,3.0,46.0,3,144.0,1,0,3.7,0,0,0,0.0,9504139918,0
MGC-106327-B,2025-07-21 14:43:01,Google Search,Rawalpindi,Blue World City,Plot,85.0,,20.0,1,18.0,1,0,2.1,0,1,0,801000.0,9390326496,1
MGC-105653-B,2024-10-12 07:34:50,Instagram,Karachi,Park View City,Plot,47.0,,45.0,3,403.0,3,0,5.2,1,0,0,0.0,6466624892,0
MGC-105112,2024-07-25 15:00:31,Facebook Ads,Islamabad,Bani Gala,Villa,50.0,3.0,183.0,3,114.0,3,0,3.8,0,0,0,0.0,6203322101,0
MGC-101364,2024-05-29 11:32:25,Property Portal,Gujranwala,Bahria Town,Commercial Shop,114.0,,79.0,2,415.0,0,0,8.3,0,0,1,0.0,8215585761,0
MGC-100171,2025-02-14 20:34:09,Property Portal,Islamabad,Bahria Town,Apartment,227.0,5.0,16.0,2,58.0,2,0,0.3,0,0,0,0.0,7551632734,0
MGC-107341,2024-10-19 03:53:06,Expo Stall,LAHORE,Top City,Villa,227.0,3.0,37.0,6,905.0,1,0,2.7,0,0,1,0.0,3223594887,0
MGC-107868,2024-03-17 22:11:49,Facebook Ads,Karachi,Park View City,Apartment,114.0,1.0,19.0,1,61.0,5,0,5.3,0,0,1,0.0,6695375739,0
MGC-107887,2024-03-08 04:40:43,WhatsApp Campaign,Rawalpindi,Chakri Road,Penthouse,217.0,4.0,61.0,4,61.0,2,0,10.6,0,0,0,0.0,7480831944,0
MGC-101478,2025-03-21 20:12:37,Facebook Ads,ISLAMABAD,Top City,Villa,451.0,2.0,230.0,1,34.0,1,1,3.3,0,0,0,0.0,6669331873,0
MGC-104452-B,2025-05-30 13:13:08,Instagram,Peshawar,B-17,Apartment,82.0,3.0,68.0,2,66.0,3,0,0.5,0,0,0,0.0,8586593290,0
MGC-103325,2025-05-14 19:34:03,Referral,Peshawar,Chakri Road,Apartment,59.0,3.0,27.0,0,0.0,1,0,4.4,1,0,0,0.0,7901904590,0
MGC-103284,2024-08-13 03:59:21,Property Portal,Faisalabad,Blue World City,Commercial Shop,178.0,,39.0,2,133.0,4,0,3.2,0,0,1,0.0,6818226773,0
MGC-104234,2024-06-22 07:22:59,Property Portal,Rawalpindi,Top City,Villa,352.0,1.0,5.0,0,0.0,1,0,7.3,0,0,1,0.0,3759160993,0
MGC-104859,2024-11-25 23:43:31,Billboard,Islamabad,Chakri Road,Villa,246.0,2.0,8.0,2,344.0,1,1,3.2,0,0,0,0.0,2080531756,0
MGC-105957,2024-04-27 16:48:40,Referral,Lahore,Blue World City,Plot,76.0,,53.0,2,152.0,3,0,9.6,0,0,0,0.0,6133658334,0
MGC-103086,2025-03-23 13:28:27,Walk-in,Islamabad,Gulberg Greens,Plot,36.0,,28.0,3,463.0,0,1,4.6,0,0,0,302000.0,8541484138,1
MGC-105943,2025-07-25 12:52:53,Google Search,Peshawar,B-17,Apartment,173.0,2.0,35.0,0,0.0,0,0,2.1,1,0,0,0.0,6255902669,0
MGC-107791,2024-05-06 21:11:14,Google Search,Rawalpindi,DHA,Apartment,158.0,2.0,61.0,3,141.0,4,0,5.6,0,0,0,0.0,4280938326,0
MGC-105718,2025-07-27 03:38:13,Facebook Ads,Islamabad,B-17,Plot,92.0,,2.0,5,451.0,0,0,1.6,0,1,0,942000.0,3177840710,1
MGC-100105,2024-02-07 12:47:28,Google Search,Rawalpindi,Bahria Town,Apartment,175.0,5.0,31.0,0,0.0,2,1,2.5,0,0,0,0.0,2871992011,0
MGC-103264,2024-08-20 14:48:58,Facebook Ads,Rawalpindi,Gulberg Greens,Plot,88.0,,23.0,1,147.0,0,0,2.7,0,0,0,0.0,3600015937,0
MGC-107592,2024-04-23 11:57:38,Property Portal,Lahore,Gulberg Greens,Plot,210.0,,19.0,5,364.0,2,0,5.8,0,1,0,0.0,8323367384,0
MGC-108888,2024-05-17 16:55:31,Instagram,Karachi,Top City,Apartment,122.0,5.0,122.0,2,29.0,3,0,2.8,0,0,0,0.0,4114159155,0
MGC-104259,2025-04-24 03:39:36,Google Search,Lahore,Park View City,Penthouse,382.0,2.0,5.0,3,146.0,2,1,0.9,0,0,0,0.0,8029639124,0
MGC-105631,2024-12-20 02:03:47,Property Portal,Lahore,Gulberg Greens,Villa,343.0,1.0,30.0,0,0.0,0,1,3.8,0,0,0,0.0,8589001414,0
MGC-107634,2024-03-19 04:07:00,Walk-in,Islamabad,Bani Gala,Commercial Shop,196.0,,135.0,0,0.0,4,0,1.9,0,0,0,0.0,3901172852,0
MGC-103329,2024-01-25 08:14:48,Referral,Islamabad,Park View City,Apartment,182.0,4.0,7.0,1,347.0,4,1,4.1,0,0,0,0.0,3772944592,0
MGC-101517,2024-03-24 23:02:16,Google Search,Peshawar,GT Road Corridor,Apartment,97.0,5.0,51.0,0,0.0,0,0,3.8,0,0,0,0.0,9223732166,0
MGC-100405,2025-01-25 21:54:30,Property Portal,Rawalpindi,Park View City,Villa,450.0,5.0,201.0,2,120.0,0,0,0.7,1,0,0,0.0,2488333974,0
MGC-108314,2025-07-29 08:10:58,Referral,Lahore,Park View City,Commercial Shop,151.0,,32.0,1,163.0,2,0,3.1,0,0,0,0.0,5984468494,0
MGC-101100,2024-09-02 11:53:45,Google Search,Rawalpindi,Top City,Plot,98.0,,148.0,1,123.0,3,0,3.6,1,0,1,0.0,5561588588,0
MGC-101311,2025-07-04 16:07:02,Facebook Ads,Islamabad,Blue World City,Apartment,196.0,2.0,5.0,2,786.0,0,1,,0,0,0,0.0,9261284584,0
MGC-101625,2025-08-24 06:50:53,Property Portal,Rawalpindi,B-17,Commercial Shop,132.0,,14.0,3,96.0,6,0,3.0,0,0,0,0.0,6837670191,0
MGC-100117,2025-09-18 11:46:43,Instagram,RAWALPINDI,Chakri Road,Plot,76.0,,8.0,0,0.0,2,4,1.2,0,0,1,317000.0,4410689596,1
MGC-102767,2025-02-03 09:51:52,Facebook Ads,Lahore,Bahria Town,Apartment,208.0,1.0,198.0,3,87.0,3,1,1.5,0,0,0,0.0,4938113540,0
MGC-102554,2025-04-29 08:08:24,Property Portal,Gujranwala,GT Road Corridor,Apartment,100.0,2.0,102.0,3,102.0,0,1,0.6,0,0,0,0.0,1133135793,0
MGC-104115,2025-07-05 18:26:34,Property Portal,Islamabad,B-17,Apartment,133.0,1.0,115.0,1,34.0,1,0,5.3,0,0,0,0.0,2529506989,0
MGC-102231,2025-07-02 21:45:58,Property Portal,Rawalpindi,B-17,Plot,71.0,,10.0,1,66.0,0,1,1.6,0,0,1,0.0,7726604349,0
MGC-105654,2024-12-20 11:23:17,Google Search,Multan,Top City,Apartment,114.0,4.0,67.0,0,0.0,1,0,,0,0,0,0.0,7795447998,0
MGC-104446,2024-09-09 18:43:11,Facebook Ads,Lahore,Top City,Plot,54.0,,32.0,3,55.0,2,1,1.8,0,0,0,0.0,3831541254,0
MGC-103350,2025-06-26 23:28:38,Google Search,Peshawar,GT Road Corridor,Plot,66.0,,39.0,4,146.0,2,0,2.0,0,0,0,0.0,1589461368,0
MGC-107686,2025-08-07 12:07:27,Referral,ISLAMABAD,Top City,Apartment,84.0,4.0,19.0,7,387.0,1,0,2.5,0,1,1,0.0,2427881401,0
MGC-106109,2024-10-02 10:06:11,Google Search,Islamabad,GT Road Corridor,Plot,144.0,,47.0,1,35.0,1,0,5.0,0,0,1,0.0,7224281698,0
MGC-101814,2024-03-19 10:06:28,Billboard,Multan,B-17,Plot,141.0,,83.0,2,43.0,2,0,0.9,0,0,0,0.0,9835683461,0
MGC-102655,2024-02-06 10:56:39,Google Search,Rawalpindi,B-17,Apartment,90.0,2.0,7.0,1,14.0,1,0,2.1,1,0,0,562000.0,7560791851,1
MGC-101853,2025-03-31 13:23:13,Referral,Islamabad,Top City,Villa,314.0,5.0,1201.0,0,0.0,3,0,0.7,1,0,0,0.0,9247043672,0
MGC-107527,2024-06-10 00:46:56,Instagram,Islamabad,Park View City,Plot,50.0,,46.0,2,35.0,2,0,4.8,0,0,0,0.0,2520880258,0
MGC-104970,2024-01-18 19:50:18,WhatsApp Campaign,Multan,B-17,Penthouse,1022.0,4.0,17.0,4,4379.0,3,0,5.5,0,0,0,0.0,3100149944,0
MGC-103326,2025-03-20 22:48:52,Billboard,Faisalabad,Top City,Penthouse,354.0,5.0,391.0,1,104.0,1,1,1.6,0,0,0,0.0,7495050282,0
MGC-100481,2024-08-30 03:14:35,Facebook Ads,Islamabad,Bani Gala,Plot,83.0,,1793.0,3,253.0,4,3,1.2,0,0,1,0.0,4775291425,0
MGC-107955,2025-04-10 06:12:09,Instagram,Faisalabad,Top City,Apartment,71.0,2.0,20.0,4,351.0,4,0,3.7,0,0,0,0.0,4847986648,0
MGC-100162,2025-04-25 14:02:00,Walk-in,Lahore,,Apartment,198.0,5.0,6.0,1,36.0,2,0,2.7,0,0,0,0.0,8263284375,0
MGC-105361,2024-05-01 20:42:59,Instagram,Rawalpindi,Chakri Road,Apartment,103.0,3.0,10.0,1,55.0,0,1,9.3,0,0,1,0.0,6956998825,0
MGC-103921,2024-08-23 14:43:07,Expo Stall,Islamabad,Bahria Town,Plot,61.0,,6.0,1,65.0,5,0,3.1,0,0,1,0.0,4444584566,0
MGC-100415,2025-09-06 14:32:44,Instagram,Rawalpindi,Bani Gala,Commercial Shop,266.0,,22.0,1,57.0,1,0,3.5,0,1,0,1412000.0,3984054032,1
MGC-107710,2024-01-27 10:42:45,Instagram,Islamabad,GT Road Corridor,Commercial Shop,171.0,,32.0,3,231.0,3,0,3.6,0,0,0,0.0,4894539025,0
MGC-107961,2025-01-03 10:47:04,Property Portal,Gujranwala,Park View City,Plot,224.0,,52.0,4,118.0,2,0,2.9,0,0,0,0.0,1506999830,0
MGC-104450,2025-03-02 13:56:02,Instagram,Karachi,Bani Gala,Penthouse,198.0,5.0,18.0,4,323.0,1,2,6.1,0,0,1,0.0,2079962435,0
MGC-105485,2024-05-16 05:59:29,Property Portal,Rawalpindi,Gulberg Greens,Villa,190.0,2.0,77.0,3,123.0,0,1,2.4,1,0,0,0.0,5579685708,0
MGC-106241,2024-12-10 13:06:17,Facebook Ads,LAHORE,,Apartment,103.0,2.0,13.0,2,200.0,2,0,1.8,0,0,1,0.0,2784706617,0
MGC-106343,2024-05-24 14:24:00,Google Search,Islamabad,Top City,Apartment,110.0,3.0,52.0,4,147.0,1,0,2.0,0,0,1,0.0,8203102914,0
MGC-103009,2024-07-16 06:32:55,Facebook Ads,Islamabad,Gulberg Greens,Plot,133.0,,15.0,1,172.0,3,0,4.0,0,0,0,0.0,6616862820,0
MGC-106243,2024-02-06 03:48:16,Facebook Ads,Karachi,GT Road Corridor,Plot,85.0,,19.0,0,0.0,2,0,9.6,0,0,1,0.0,5939924474,0
MGC-106708,2025-06-29 03:22:19,Property Portal,Islamabad,Gulberg Greens,Plot,51.0,,14.0,1,16.0,2,0,0.7,0,0,0,0.0,7076039184,0
MGC-102518,2024-06-03 00:46:05,Facebook Ads,Rawalpindi,DHA,Commercial Shop,178.0,,6.0,3,176.0,3,0,1.1,0,0,0,0.0,6047293961,0
MGC-102459,2025-08-06 15:50:18,Referral,Islamabad,,Villa,332.0,3.0,32.0,4,109.0,4,1,2.4,0,0,0,1349000.0,9641460943,1
MGC-100491,2024-08-31 04:39:50,Google Search,Karachi,GT Road Corridor,Apartment,70.0,3.0,6.0,5,336.0,0,1,9.2,0,0,0,0.0,8006283298,0
MGC-103911,2024-06-15 19:09:07,Referral,Islamabad,GT Road Corridor,Apartment,82.0,2.0,58.0,1,193.0,3,0,4.0,0,0,0,0.0,4304286110,0
MGC-104751,2024-03-24 23:21:30,Facebook Ads,Islamabad,Top City,Plot,74.0,,2.0,1,93.0,0,0,3.7,1,0,0,0.0,1198030577,0
MGC-106969,2025-05-08 15:35:38,Property Portal,Rawalpindi,Blue World City,Plot,62.0,,41.0,4,851.0,1,0,1.7,0,0,0,0.0,8053187804,0
MGC-100471,2024-01-18 13:10:25,Property Portal,Faisalabad,,Apartment,103.0,5.0,36.0,2,117.0,1,1,4.2,0,0,0,0.0,3606424490,0
MGC-100674,2024-04-03 12:58:00,Facebook Ads,Karachi,Top City,Villa,437.0,2.0,9.0,4,364.0,2,0,1.9,0,0,0,0.0,9797575970,0
MGC-103540,2025-08-13 13:09:07,Facebook Ads,Peshawar,B-17,Apartment,113.0,1.0,32.0,0,0.0,1,2,3.4,0,0,1,0.0,9421419082,0
MGC-101019,2024-07-21 11:29:08,Instagram,Faisalabad,Park View City,Apartment,71.0,5.0,19.0,5,39.0,2,0,7.4,1,1,1,0.0,4312466456,0
MGC-100587,2025-02-16 08:19:25,Google Search,Rawalpindi,Bahria Town,Apartment,,1.0,910.0,3,272.0,2,1,3.8,0,0,1,0.0,8187928608,0
MGC-106836,2025-07-22 02:49:20,Property Portal,Islamabad,DHA,Plot,115.0,,2.0,0,0.0,1,0,3.8,0,0,1,0.0,1714805401,0
MGC-101106,2025-06-10 06:00:17,Property Portal,Islamabad,DHA,Plot,84.0,,23.0,6,636.0,2,1,1.1,0,1,0,481000.0,6440525096,1
MGC-108394,2024-05-01 15:47:42,Property Portal,Lahore,Park View City,Plot,40.0,,24.0,3,132.0,3,1,2.9,0,0,0,0.0,2810204602,0
MGC-102314,2025-07-21 02:44:36,Facebook Ads,Islamabad,Bani Gala,Farmhouse,597.0,2.0,53.0,2,66.0,2,2,6.2,0,0,0,0.0,7885069053,0
MGC-108012,2025-04-01 00:50:24,Property Portal,Rawalpindi,Gulberg Greens,Apartment,112.0,2.0,2.0,2,213.0,1,0,6.7,0,0,0,0.0,8213973731,0
MGC-107515,2025-08-06 07:27:26,Instagram,Gujranwala,Park View City,Villa,428.0,1.0,228.0,0,0.0,1,0,1.5,0,0,0,0.0,7588520779,0
MGC-105552,2025-01-06 17:33:34,Facebook Ads,Rawalpindi,,Farmhouse,1159.0,4.0,180.0,2,150.0,4,0,0.8,0,0,0,0.0,5749590729,0
MGC-102956,2024-03-08 20:28:38,Instagram,Multan,DHA,Villa,,4.0,169.0,1,99.0,1,0,,1,0,0,0.0,1518902575,0
MGC-103219,2024-07-02 00:55:03,Walk-in,RAWALPINDI,Gulberg Greens,Penthouse,270.0,2.0,13.0,1,17.0,5,3,2.6,0,0,0,0.0,1365846109,0
MGC-106554,2024-02-26 18:10:01,Instagram,Abbottabad,Chakri Road,Plot,68.0,,82.0,1,359.0,1,1,3.7,1,0,0,0.0,2137747146,0
MGC-103926,2024-08-21 03:00:02,Property Portal,Multan,Top City,Apartment,150.0,3.0,865.0,0,0.0,2,0,1.3,0,0,1,0.0,6928817935,0
MGC-102848,2024-08-13 11:02:28,Facebook Ads,Karachi,,Plot,119.0,,3.0,3,315.0,0,0,1.1,0,0,0,0.0,1176996289,0
MGC-100251,2024-05-24 05:35:41,Property Portal,Karachi,Gulberg Greens,Apartment,71.0,5.0,89.0,1,62.0,1,0,4.9,0,1,1,0.0,6921268176,0
MGC-104659,2024-12-07 13:14:03,Facebook Ads,Karachi,Gulberg Greens,Apartment,132.0,3.0,45.0,2,28.0,0,0,4.9,0,0,0,0.0,6808016594,0
MGC-103972,2025-06-23 05:01:31,Facebook Ads,Lahore,Blue World City,Apartment,133.0,4.0,78.0,3,273.0,3,1,10.3,0,0,0,0.0,8904863847,0
MGC-102642,2024-09-03 12:15:38,Google Search,Rawalpindi,Bani Gala,Plot,29.0,,,4,57.0,0,0,1.6,0,0,1,0.0,2146428134,0
MGC-105524,2025-01-23 16:41:49,Referral,Islamabad,DHA,Apartment,69.0,5.0,19.0,3,1003.0,3,1,2.6,0,0,0,0.0,6856224142,0
MGC-100843,2025-05-07 02:45:01,Walk-in,Islamabad,Top City,Apartment,75.0,2.0,4.0,2,105.0,1,0,7.1,1,0,0,0.0,4542601922,0
MGC-101734,2025-04-05 23:45:34,Referral,Lahore,Gulberg Greens,Plot,70.0,,158.0,1,207.0,2,1,4.7,0,0,0,0.0,1661609644,0
MGC-107932,2024-11-05 04:12:20,Facebook Ads,Lahore,Gulberg Greens,Penthouse,256.0,1.0,27.0,0,0.0,1,1,0.6,0,0,0,0.0,3235536429,0
MGC-101667,2025-02-11 23:24:24,Facebook Ads,Karachi,Bani Gala,Farmhouse,558.0,4.0,10.0,1,38.0,4,0,3.1,0,0,0,3677000.0,6971198627,1
MGC-106426,2024-02-17 09:08:36,Google Search,Islamabad,Gulberg Greens,Apartment,66.0,1.0,17.0,1,50.0,2,1,4.4,0,0,0,0.0,1897677887,0
MGC-101490,2024-06-16 04:18:24,Referral,Lahore,GT Road Corridor,Plot,66.0,,116.0,3,551.0,0,1,7.1,0,0,1,0.0,3804241378,0
MGC-104134,2024-09-25 08:25:26,Facebook Ads,Lahore,Park View City,Commercial Shop,114.0,,138.0,2,107.0,1,0,4.5,0,0,0,0.0,2809838158,0
MGC-107987-B,2024-12-30 05:15:49,Instagram,Lahore,Bani Gala,Villa,260.0,3.0,2.0,3,52.0,3,0,4.9,0,0,1,0.0,8269896414,0
MGC-104389,2025-07-30 19:52:56,Facebook Ads,Islamabad,DHA,Commercial Shop,181.0,,38.0,1,9.0,2,0,4.2,0,0,0,0.0,4917003960,0
MGC-107712,2025-09-03 19:04:49,Referral,Rawalpindi,DHA,Penthouse,391.0,1.0,63.0,4,287.0,2,0,3.1,0,0,0,0.0,8655150433,0
MGC-102293,2025-07-17 10:13:30,Property Portal,Lahore,Blue World City,Villa,313.0,3.0,91.0,1,90.0,2,1,4.4,0,1,0,0.0,8250664867,0
MGC-103615,2024-04-22 20:05:34,Instagram,Karachi,GT Road Corridor,Apartment,210.0,5.0,82.0,2,49.0,0,0,2.7,0,0,0,0.0,7445686189,0
MGC-100913,2024-12-23 22:01:44,Google Search,Rawalpindi,Bahria Town,Apartment,121.0,5.0,15.0,2,113.0,1,1,7.4,1,0,0,0.0,2955007840,0
MGC-104186,2025-07-06 07:08:15,Property Portal,Lahore,Gulberg Greens,Villa,172.0,4.0,12.0,0,0.0,4,1,2.7,0,0,0,0.0,3314505955,0
MGC-105648,2024-01-13 05:13:14,Google Search,Islamabad,Chakri Road,Plot,78.0,,81.0,4,584.0,2,0,9.6,1,0,0,0.0,3934792700,0
MGC-102585,2025-02-20 11:41:12,Facebook Ads,Rawalpindi,DHA,Apartment,53.0,3.0,32.0,1,83.0,1,0,3.7,0,1,1,0.0,9586036900,0
MGC-106344,2024-01-09 06:38:06,Facebook Ads,Rawalpindi,Top City,Penthouse,192.0,1.0,36.0,4,219.0,0,1,4.6,0,0,0,0.0,7418485727,0
MGC-108191,2024-02-13 11:35:58,Facebook Ads,ISB,Blue World City,Apartment,117.0,2.0,149.0,4,77.0,1,0,3.8,0,0,0,0.0,4962169998,0
MGC-100807,2024-11-25 05:26:19,Google Search,Islamabad,,Apartment,139.0,2.0,16.0,3,701.0,1,0,1.9,0,0,0,0.0,1986138171,0
MGC-103559,2025-07-09 01:54:26,Facebook Ads,Islamabad,Park View City,Plot,119.0,,12.0,4,209.0,3,0,2.9,0,0,1,0.0,5392413865,0
MGC-101909,2025-03-23 13:38:12,Property Portal,PESHAWAR,Bani Gala,Plot,45.0,,8.0,4,250.0,3,0,4.1,0,0,1,0.0,3682977462,0
MGC-104952,2024-08-05 11:36:22,Property Portal,Lahore,DHA,Commercial Shop,112.0,,83.0,1,27.0,2,0,2.4,0,0,0,0.0,1189846334,0
MGC-104667,2025-08-16 04:55:34,Instagram,Abbottabad,Park View City,Commercial Shop,394.0,,158.0,1,60.0,2,0,3.1,0,0,1,0.0,6517631996,0
MGC-101315,2024-07-03 00:59:00,WhatsApp Campaign,Islamabad,Bani Gala,Apartment,96.0,2.0,10.0,1,24.0,2,0,2.4,0,0,0,0.0,4005820087,0
MGC-104831,2024-09-07 22:58:43,Facebook Ads,Lahore,Park View City,Penthouse,346.0,5.0,8.0,1,47.0,2,1,2.7,0,0,0,0.0,7528565492,0
MGC-107231,2025-03-07 03:05:52,Referral,Lahore,Top City,Apartment,103.0,4.0,3.0,1,8.0,1,0,3.7,0,0,0,0.0,1531853179,0
MGC-102321,2025-06-05 15:48:12,WhatsApp Campaign,Islamabad,GT Road Corridor,Apartment,175.0,2.0,62.0,3,250.0,3,1,2.6,0,0,0,0.0,9080900239,0
MGC-100924,2025-07-17 17:44:03,Property Portal,Abbottabad,GT Road Corridor,Plot,105.0,,25.0,3,142.0,3,0,2.8,1,0,1,0.0,4129583698,0
MGC-104712,2025-06-23 23:24:05,Referral,Lahore,GT Road Corridor,Commercial Shop,,,6.0,1,63.0,2,1,4.1,0,0,0,1171000.0,6156695159,1
MGC-104082,2025-09-24 10:33:01,Facebook Ads,Faisalabad,Blue World City,Plot,113.0,,9.0,1,66.0,1,0,,0,0,0,0.0,6738205588,0
MGC-103087,2024-05-08 20:00:12,Google Search,Islamabad,DHA,Apartment,95.0,2.0,200.0,6,995.0,1,0,1.6,0,0,1,0.0,4649350199,0
MGC-107491,2024-08-22 01:51:43,Google Search,Karachi,GT Road Corridor,Penthouse,417.0,4.0,38.0,4,165.0,3,0,3.9,0,0,0,0.0,8477118725,0
MGC-106279,2024-09-17 14:18:34,Google Search,Karachi,DHA,Apartment,53.0,3.0,23.0,1,33.0,2,0,2.6,1,0,0,0.0,7311979101,0
MGC-104251,2024-02-26 03:51:20,Property Portal,Peshawar,Top City,Plot,52.0,,24.0,3,131.0,0,1,12.4,0,1,0,390000.0,2181925868,1
MGC-104792-B,2024-08-16 03:47:18,Google Search,Rawalpindi,DHA,Apartment,85.0,5.0,4.0,3,105.0,0,1,8.0,0,0,0,0.0,7772173776,0
MGC-100750,2025-03-10 03:50:12,Google Search,Multan,DHA,Apartment,45.0,2.0,67.0,1,16.0,2,0,,0,0,1,0.0,5101989456,0
MGC-106553,2024-01-04 19:19:55,Instagram,Islamabad,Top City,Farmhouse,570.0,1.0,58.0,2,98.0,2,0,1.6,0,0,0,0.0,1858146328,0
MGC-101650,2024-08-27 22:58:09,Property Portal,Islamabad,Gulberg Greens,Farmhouse,281.0,2.0,4.0,6,590.0,0,0,4.6,0,0,1,0.0,7036134862,0
MGC-105536,2024-06-01 06:03:16,Property Portal,Multan,Top City,Apartment,72.0,1.0,70.0,0,0.0,1,1,5.3,1,0,0,0.0,4566733161,0
MGC-104022,2024-08-17 14:15:50,Property Portal,Rawalpindi,Park View City,Apartment,82.0,4.0,214.0,1,94.0,1,0,3.5,0,0,0,0.0,6659390741,0
MGC-108217,2025-08-02 04:30:40,WhatsApp Campaign,Lahore,Top City,Plot,67.0,,134.0,6,278.0,1,1,7.8,0,0,0,0.0,1259799573,0
MGC-107805,2025-02-03 20:37:17,Facebook Ads,Lahore,Top City,Apartment,134.0,4.0,3.0,9,882.0,2,0,3.9,0,0,1,0.0,2495710846,0
MGC-104472,2024-07-25 22:01:07,Google Search,Islamabad,B-17,Apartment,66.0,2.0,30.0,4,224.0,0,1,1.9,0,0,0,624000.0,4411473927,1
MGC-100791,2024-04-17 16:40:02,Google Search,Rawalpindi,Blue World City,Commercial Shop,91.0,,7.0,3,263.0,0,1,0.7,1,0,0,0.0,2415593206,0
MGC-103168,2024-04-10 21:49:43,Facebook Ads,Peshawar,Blue World City,Villa,175.0,4.0,29.0,4,1079.0,3,0,1.8,0,0,0,0.0,3001767947,0
MGC-106831,2024-03-20 10:29:32,Facebook Ads,Islamabad,B-17,Plot,135.0,,66.0,3,370.0,3,1,0.1,0,0,0,0.0,2376906997,0
MGC-100269,2025-09-01 06:37:37,Facebook Ads,ISLAMABAD,GT Road Corridor,Plot,187.0,,125.0,0,0.0,2,0,2.6,0,0,0,0.0,3312224241,0
MGC-107132,2024-06-30 11:43:53,WhatsApp Campaign,Peshawar,Gulberg Greens,Apartment,94.0,5.0,3.0,2,286.0,3,0,6.9,0,1,0,1018000.0,3117985151,1
MGC-106849,2024-01-02 04:19:22,Walk-in,Peshawar,GT Road Corridor,Commercial Shop,165.0,,29.0,1,86.0,2,0,6.7,0,0,0,0.0,5554320074,0
MGC-104623,2024-11-14 23:20:52,Facebook Ads,Faisalabad,Gulberg Greens,Plot,97.0,,27.0,3,293.0,1,0,2.6,0,0,0,0.0,6748093347,0
MGC-102408,2024-11-13 19:02:20,Google Search,Gujranwala,Gulberg Greens,Commercial Shop,139.0,,,5,123.0,1,1,3.6,0,0,1,1490000.0,1274964327,1
MGC-106539,2025-01-06 06:46:07,Google Search,Islamabad,B-17,Apartment,54.0,3.0,6.0,0,0.0,1,0,4.1,0,0,0,0.0,7381631488,0
MGC-107403,2024-07-01 12:31:21,Property Portal,Islamabad,Gulberg Greens,Apartment,83.0,4.0,15.0,1,18.0,0,1,4.9,0,0,0,0.0,2763316350,0
MGC-102893,2024-03-29 05:14:04,Instagram,MULTAN,Chakri Road,Villa,272.0,3.0,20.0,0,0.0,2,0,4.2,0,0,0,0.0,6982018189,0
MGC-103662,2024-08-20 13:49:19,Google Search,Gujranwala,GT Road Corridor,Plot,134.0,,114.0,2,61.0,0,0,5.1,0,1,0,0.0,7212497177,0
MGC-101642,2024-04-06 11:42:24,Instagram,Lahore,Chakri Road,Plot,62.0,,17.0,0,0.0,1,0,1.6,0,0,1,0.0,8490089027,0
MGC-106691,2024-08-21 02:59:08,Instagram,Islamabad,B-17,Apartment,153.0,1.0,9.0,2,72.0,2,0,4.4,0,0,0,0.0,6687026810,0
MGC-105045,2025-05-29 13:56:24,Facebook Ads,Islamabad,B-17,Plot,49.0,,18.0,1,49.0,1,1,2.0,1,0,1,0.0,6289449761,0
MGC-103940,2025-05-29 07:39:29,Facebook Ads,Peshawar,Bahria Town,Commercial Shop,233.0,,40.0,3,81.0,3,0,3.3,0,0,1,0.0,3625329635,0
